,user_id,lgb
469,595,"[928263, 1013389, 1097991, 8019396, 1038462]"
470,596,"[1025581, 879734, 12731621, 1084036, 1115069]"
471,597,"[12524067, 6463986, 942166, 9523059, 978974]"
472,598,"[986187, 9553382, 858711, 8091554, 1099802]"
473,599,"[6602697, 921836, 948832, 9416729, 1082212]"
474,600,"[6463986, 1110483, 12731544, 1102829, 13910163]"
475,601,"[1037332, 1090317, 1021715, 9553170, 12330794]"
476,602,"[833940, 1021116, 1094723, 995916, 882308]"
477,603,"[1069003, 1135468, 992650, 6464147, 1048849]"
478,604,"[900586, 6979545, 914577, 834129, 7441668]"
479,605,"[993441, 15926507, 1027372, 13133916, 965772]"
480,606,"[1018083, 1036930, 1095944, 848107, 1025468]"
481,608,"[1038462, 6979753, 961730, 7024844, 977508]"
482,609,"[903529, 1015974, 914754, 1058021, 1107553]"
483,610,"[1044188, 948832, 1103629, 832678, 833940]"
484,611,"[1079528, 1048483, 904521, 940090, 1065979]"
485,612,"[943233, 1082454, 1103476, 15741861, 1138292]"
486,614,"[1039781, 975633, 1054539, 7409918, 1059347]"
487,615,"[986912, 995242, 12731544, 8090537, 1007512]"
488,617,"[970725, 10345155, 5572828, 1006250, 1083208]"
489,618,"[1037840, 1089766, 934427, 1115971, 8249227]"
490,621,"[1112825, 1013999, 6919354, 869900, 960528]"
491,622,"[895680, 878715, 866548, 1098284, 1029688]"
492,623,"[999971, 934427, 935993, 896974, 1104349]"
493,624,"[9881948, 953104, 830935, 865992, 1023546]"
494,625,"[1047486, 1103741, 8203451, 1021715, 1042571]"
495,627,"[9245312, 1125724, 1069003, 9526448, 856715]"
496,628,"[1075786, 963365, 1018151, 1051567, 6979545]"
497,630,"[6464147, 1106271, 1138631, 905072, 887661]"
498,631,"[899682, 822646, 841309, 8119301, 1135096]"
499,632,"[838571, 9707137, 834962, 852235, 857697]"
500,633,"[961730, 833940, 1046789, 5590965, 8119129]"
501,635,"[1026118, 854852, 1133018, 1082141, 970160]"
502,636,"[10457128, 1043895, 5592610, 8358933, 5590613]"
503,637,"[926905, 15926844, 1099164, 977559, 825218]"
504,638,"[1059347, 1083341, 924427, 870372, 1070639]"
505,640,"[935968, 964968, 843744, 846830, 1039627]"
506,641,"[1034462, 1131830, 1104349, 919589, 1010051]"
507,643,"[868386, 1125943, 1058543, 1026209, 1050082]"
508,644,"[821083, 874753, 9878513, 969494, 1096066]"
509,647,"[969039, 1038325, 1058591, 828143, 906026]"
510,648,"[1119051, 895268, 945662, 9858794, 1037332]"
511,650,"[1133018, 908531, 1058997, 862349, 844165]"
512,652,"[832678, 847344, 920844, 1059236, 1065061]"
513,653,"[1037840, 930486, 868764, 1067443, 1122732]"
514,654,"[864893, 9836752, 907128, 1096842, 1127264]"
515,655,"[901976, 902856, 850925, 858514, 943393]"
516,656,"[926905, 12384601, 9881593, 1025650, 974265]"
517,658,"[1056212, 845675, 1139702, 961447, 922092]"
518,659,"[872062, 1076875, 6391532, 1115387, 950615]"
519,660,"[13907063, 886996, 1004950, 904236, 1125199]"
520,661,"[13158064, 1110572, 901762, 935570, 893362]"
521,662,"[1095710, 883670, 1056775, 834103, 922636]"
522,663,"[1134143, 1005173, 1088683, 1036486, 5591538]"
523,664,"[903529, 6704207, 965530, 7443013, 5591609]"
524,665,"[875089, 1071171, 847529, 1059153, 906838]"
525,666,"[1089066, 937626, 972235, 9677874, 905537]"
526,667,"[1058272, 898601, 13842088, 1072523, 1009821]"
527,668,"[1112824, 1123536, 1037332, 1049735, 897953]"
528,669,"[880427, 923670, 1131382, 830973, 5565447]"
529,670,"[12263857, 867547, 8180927, 867138, 840640]"
530,671,"[949151, 847434, 1020739, 12384953, 843259]"
531,672,"[970866, 891516, 1071759, 932242, 928092]"
532,673,"[827683, 1080784, 1025611, 868909, 1089766]"
533,674,"[845109, 936914, 6904666, 835595, 1053985]"
534,675,"[910673, 956274, 1121384, 1139142, 1075032]"
535,676,"[862335, 1107553, 898510, 1013928, 1095227]"
536,677,"[1057260, 1009449, 870515, 9707498, 913459]"
537,679,"[1053988, 6391086, 947865, 1008288, 1065979]"
538,680,"[900586, 871754, 864312, 832442, 8181477]"
539,681,"[890695, 856252, 882496, 882604, 1113651]"
540,684,"[878739, 992622, 901067, 867215, 1039781]"
541,685,"[1015539, 1097398, 1088191, 1087184, 866102]"
542,686,"[896369, 914754, 1082212, 862152, 1040355]"
543,687,"[828557, 872679, 5569349, 1018083, 7168026]"
544,690,"[1006664, 1037840, 1088771, 1115069, 10457128]"
545,692,"[1067443, 873887, 972416, 9526100, 7431408]"
546,693,"[1044188, 1104349, 1036501, 1109014, 842783]"
547,694,"[1037840, 893501, 844165, 1043730, 898466]"
548,695,"[945805, 993639, 882496, 840386, 13039088]"
549,696,"[1048483, 5580525, 975633, 931136, 928263]"
550,697,"[1057260, 9925966, 9832514, 9832529, 928092]"
551,698,"[849843, 881154, 834103, 1120362, 995055]"
552,699,"[1078763, 844759, 941883, 917033, 1026945]"
553,700,"[877662, 1021116, 922636, 1109981, 1076516]"
554,701,"[913026, 891632, 1088429, 873861, 7169091]"
555,702,"[8203451, 941368, 8020234, 995230, 910964]"
556,703,"[901776, 1097849, 946995, 1059347, 916575]"
557,705,"[912112, 827683, 996750, 13654702, 1082310]"
558,706,"[898601, 8091225, 8091554, 1067565, 1126786]"
559,707,"[7025114, 1110111, 13213475, 1037965, 842930]"
560,708,"[1010164, 910439, 861419, 7168774, 12524174]"
561,709,"[10344971, 906017, 1139702, 1049922, 1093113]"
562,710,"[922636, 834103, 934131, 6553737, 897953]"
563,711,"[860174, 1037840, 864893, 983584, 1076875]"
564,712,"[921504, 900842, 941313, 963365, 822049]"
565,713,"[962229, 841266, 880427, 898601, 885290]"
566,714,"[959985, 819840, 1082454, 1093113, 1125123]"
567,715,"[6463451, 6463520, 1082269, 6396492, 6463808]"
568,716,"[12757280, 9245108, 1005898, 837969, 1052325]"
569,717,"[861445, 1085604, 1058021, 1016298, 965963]"
570,718,"[856818, 1054483, 999971, 944486, 1098066]"
571,719,"[841266, 1026946, 911411, 1051626, 5565322]"
572,720,"[1115069, 895268, 1018050, 1056212, 863447]"
573,721,"[862732, 1011300, 1107553, 9934800, 5569098]"
574,722,"[1077312, 920958, 925854, 885356, 9677690]"
575,723,"[1022340, 916487, 834962, 968936, 827079]"
576,724,"[6602697, 9677202, 1005274, 1069806, 994994]"
577,725,"[1027372, 961269, 827683, 906017, 845091]"
578,726,"[849697, 1093603, 912004, 939831, 952399]"
579,727,"[840764, 950894, 935126, 905817, 1031083]"
580,728,"[1080677, 896611, 891505, 881154, 1013928]"
581,729,"[6034857, 844165, 986912, 1004906, 1028816]"
582,730,"[8293447, 1101744, 1130729, 995628, 996425]"
583,731,"[1006922, 1107553, 927046, 881154, 9835619]"
584,732,"[856345, 1054216, 8249371, 10284975, 12757065]"
585,733,"[1036939, 7443137, 1102250, 5566472, 870735]"
586,734,"[970160, 6391381, 907099, 1005274, 1010190]"
587,735,"[870428, 1043663, 1025650, 1135681, 7147142]"
588,736,"[918684, 877498, 880438, 955921, 1137176]"
589,737,"[1121393, 1095944, 926033, 9670915, 980984]"
590,740,"[9655212, 1139638, 9803207, 1099945, 1097909]"
591,741,"[5580166, 13654702, 907308, 903738, 1006264]"
592,742,"[879755, 1076875, 829550, 992622, 10457128]"
593,743,"[1044188, 993639, 828278, 827683, 992128]"
594,744,"[13115981, 1105478, 996795, 1081919, 849578]"
595,745,"[8203451, 854754, 1109014, 1136375, 10455984]"
596,747,"[835595, 10344971, 1019247, 948232, 824073]"
597,750,"[845705, 908531, 1057260, 879755, 12757316]"
598,751,"[1054216, 947201, 908843, 864335, 1003838]"
599,752,"[987218, 877523, 1057749, 953539, 1078666]"
600,753,"[1030362, 5568072, 980246, 847207, 1093603]"
601,754,"[841584, 1005274, 1016785, 8119093, 873887]"
602,755,"[878442, 12782182, 9338009, 1096548, 1049735]"
603,756,"[1021519, 881154, 1099905, 1012052, 962991]"
604,757,"[1126045, 1081533, 878445, 1010051, 1002261]"
605,758,"[879755, 981760, 951590, 916416, 9553347]"
606,759,"[906844, 956274, 936914, 1020156, 1000462]"
607,761,"[914697, 832976, 905072, 1010190, 9934800]"
608,762,"[962199, 1011300, 10455984, 944167, 884344]"
609,764,"[977481, 13506119, 965982, 987838, 908312]"
610,765,"[5570334, 998236, 1120508, 5995291, 1039239]"
611,766,"[964385, 916990, 908312, 1014054, 935578]"
612,767,"[1015781, 1042571, 1076875, 5591520, 1104349]"
613,768,"[9526572, 965797, 1067954, 1044724, 9526628]"
614,769,"[827683, 9419525, 6533681, 873964, 909800]"
615,770,"[928589, 1015974, 8013544, 1013291, 910439]"
616,771,"[968936, 955075, 9419525, 906017, 868764]"
617,772,"[6034857, 1028816, 981760, 951590, 1081177]"
618,773,"[835973, 10344585, 977481, 966684, 9655679]"
619,774,"[982790, 1031083, 964968, 1021116, 9416729]"
620,776,"[1043971, 901762, 1116180, 8205218, 1138772]"
621,777,"[1046816, 6533608, 923670, 9526786, 862725]"
622,779,"[1057260, 822259, 852235, 970160, 955258]"
623,780,"[1018050, 1009449, 1044259, 906017, 1112205]"
624,781,"[945652, 12524174, 986939, 1046816, 6514011]"
625,782,"[1057749, 962991, 10457044, 820301, 1096563]"
626,784,"[6391134, 1139782, 965530, 895268, 877662]"
627,785,"[1037332, 6533681, 825703, 964004, 8019186]"
628,786,"[972665, 907647, 1065538, 878715, 1012052]"
629,787,"[1079528, 857538, 1009821, 1082212, 9368337]"
630,788,"[996425, 1076875, 843744, 901976, 1134143]"
631,789,"[936355, 1043751, 1101010, 883003, 976199]"
632,790,"[7410320, 7409944, 9297310, 5570406, 7167837]"
633,792,"[1076954, 1018740, 819255, 832678, 1043751]"
634,793,"[8090545, 13008321, 1048727, 947201, 1045478]"
635,794,"[950638, 975085, 994223, 1090676, 1039870]"
636,795,"[879755, 8205218, 1085604, 982790, 983584]"
637,796,"[969866, 1110572, 923746, 896613, 911470]"
638,797,"[993441, 5570406, 994223, 889989, 9803433]"
639,798,"[978974, 9655679, 9338009, 6533911, 5568758]"
640,799,"[5565447, 1119089, 1031492, 1074040, 847529]"
641,800,"[9677202, 860703, 926465, 911974, 7467026]"
642,801,"[1009449, 837107, 862335, 8119318, 12731517]"
643,802,"[1118946, 1087986, 914245, 966348, 1065538]"
644,803,"[1087753, 1104649, 969725, 969866, 1054402]"
645,804,"[827683, 894591, 1076875, 5587656, 849870]"
646,805,"[949023, 1049922, 955258, 965821, 1044188]"
647,806,"[868539, 1135932, 1139638, 846634, 1129321]"
648,807,"[896444, 965530, 15926507, 858999, 968932]"
649,808,"[1036501, 992151, 1016800, 13842090, 13842214]"
650,809,"[13672065, 823862, 889649, 9926758, 1028473]"
651,811,"[970698, 9527323, 851241, 890283, 857294]"
652,812,"[1021116, 1135468, 879755, 885290, 5568197]"
653,813,"[931579, 965292, 6772782, 5580166, 6533608]"
654,814,"[961791, 8090519, 910161, 886703, 895295]"
655,816,"[13213475, 1054539, 965050, 6979578, 837684]"
656,817,"[856345, 1092588, 1060408, 1108152, 1086061]"
657,818,"[8013544, 9297191, 7168431, 9297151, 15452641]"
658,820,"[992622, 1013868, 1109805, 5580525, 5569135]"
659,822,"[845193, 885290, 948832, 1103629, 1058930]"
660,823,"[830203, 1058272, 873964, 12525270, 822966]"
661,824,"[1086061, 1038745, 1011926, 830156, 5580166]"
662,825,"[910207, 1031253, 915493, 858743, 12673433]"
663,826,"[961620, 986869, 1030093, 934399, 1133018]"
664,829,"[960791, 10457233, 902659, 955370, 10456015]"
665,831,"[1052975, 1069003, 937626, 951164, 960421]"
666,832,"[1110572, 831063, 1089766, 1076875, 982790]"
667,836,"[851287, 1049735, 911470, 1080472, 9884698]"
668,838,"[903529, 825994, 832678, 908531, 845622]"
669,839,"[13842090, 9677202, 9487606, 9677236, 883616]"
670,840,"[1033814, 1090884, 1038985, 1060408, 988206]"
671,841,"[1135468, 1135681, 1065259, 966379, 866118]"
672,842,"[972312, 12810418, 9245108, 1068124, 999971]"
673,843,"[9245108, 13910296, 1076875, 927485, 1048750]"
674,844,"[5566472, 9396821, 1083207, 891542, 923670]"
675,845,"[1071594, 8090533, 965679, 1009361, 9677447]"
676,846,"[14025461, 829291, 824931, 965963, 882496]"
677,847,"[1005274, 1008074, 8203451, 1000462, 868764]"
678,849,"[854754, 855202, 972657, 856210, 12171765]"
679,850,"[6464126, 1084949, 1072685, 845109, 846760]"
680,851,"[13842214, 1110572, 13842088, 868764, 1102416]"
681,852,"[1011926, 5564763, 1098485, 1128244, 13039088]"
682,853,"[9859017, 871722, 1095751, 13007356, 870871]"
683,854,"[911812, 1130777, 842264, 827683, 945998]"
684,855,"[963868, 1083446, 8159536, 1067849, 864658]"
685,856,"[15926887, 836703, 10341855, 928749, 6704134]"
686,857,"[9803483, 839262, 1104604, 1134292, 1084310]"
687,858,"[1110142, 910473, 873627, 1092026, 12183644]"
688,859,"[1075368, 13841744, 894439, 6395907, 1132231]"
689,860,"[1110572, 831063, 879755, 1089766, 1138189]"
690,861,"[997309, 1038745, 987838, 871611, 969866]"
691,862,"[1103629, 891463, 15717057, 1094744, 1053282]"
692,863,"[5569135, 928932, 877310, 878445, 972312]"
693,864,"[1101010, 1079724, 839438, 1102928, 979439]"
694,865,"[6443332, 1008074, 6513703, 12263931, 7409969]"
695,866,"[1061220, 888054, 834631, 1089766, 1096066]"
696,867,"[1052155, 937928, 8019396, 905537, 938554]"
697,868,"[9884484, 930955, 1075796, 860703, 924967]"
698,869,"[895680, 834962, 8019216, 826842, 983000]"
699,871,"[5563693, 1039126, 878715, 1125904, 1085141]"
700,873,"[1065979, 1125123, 920844, 1045121, 945200]"
701,875,"[13007600, 1058272, 13910163, 8181477, 1129609]"
702,876,"[1003649, 843418, 1123106, 1056620, 1092040]"
703,877,"[899565, 989683, 902856, 955075, 827806]"
704,878,"[947798, 1108131, 1094619, 846823, 1068258]"
705,879,"[844759, 923005, 851865, 866548, 6533362]"
706,880,"[921836, 981760, 1058272, 951590, 951164]"
707,881,"[970605, 8205218, 947798, 845705, 964968]"
708,882,"[1137100, 9297017, 1065871, 970866, 6463986]"
709,883,"[950638, 9524291, 1005274, 1057749, 1110111]"
710,884,"[1110572, 879755, 947798, 1089766, 849843]"
711,885,"[1076875, 13842214, 1006483, 8203451, 839438]"
712,886,"[1078329, 928263, 958657, 868764, 922636]"
713,887,"[950894, 6772852, 988208, 845109, 887234]"
714,888,"[5568072, 911470, 826249, 1131382, 928263]"
715,889,"[935968, 983316, 9881592, 1070276, 13213271]"
716,891,"[1093571, 13654702, 6704207, 936914, 861445]"
717,893,"[8292958, 907662, 923314, 1060318, 1044500]"
718,894,"[9297062, 942166, 1086274, 8203451, 891632]"
719,895,"[868888, 7024847, 1121656, 1085031, 892728]"
720,896,"[833598, 13842088, 6514030, 13115971, 1060912]"
721,897,"[928263, 1079528, 7410201, 6979099, 1102829]"
722,898,"[893501, 1057260, 1030362, 891542, 955075]"
723,899,"[831063, 936355, 982790, 1058930, 1082212]"
724,900,"[972418, 1107661, 6979579, 879393, 1137771]"
725,901,"[955921, 1132198, 1114605, 10457128, 849578]"
726,903,"[880427, 1009449, 1121393, 870515, 854754]"
727,904,"[983096, 985605, 1029619, 964385, 8091550]"
728,905,"[9707080, 1078666, 1139835, 9707498, 6919458]"
729,906,"[12330794, 1137507, 911974, 6979248, 860703]"
730,907,"[950550, 1029477, 1092588, 7409548, 1067849]"
731,908,"[1057260, 1078666, 1015694, 965821, 917249]"
732,909,"[9935616, 852690, 849843, 6533936, 1003806]"
733,910,"[5582712, 882496, 894439, 1036930, 826597]"
734,911,"[913459, 5563693, 1092303, 10344585, 1112205]"
735,913,"[994223, 1121656, 9803601, 1091383, 887744]"
736,914,"[1073150, 1114883, 1064002, 970866, 955403]"
737,915,"[1057260, 1036753, 954642, 1081853, 1128163]"
738,916,"[824193, 901557, 1071733, 915493, 1095751]"
739,919,"[995055, 970158, 8181495, 6463520, 992622]"
740,920,"[1061220, 1097001, 12731470, 6034239, 7082640]"
741,922,"[1075353, 1132198, 1130581, 850768, 953243]"
742,923,"[883819, 6904666, 1034955, 844759, 1089066]"
743,924,"[6553737, 947201, 8205252, 6919082, 935393]"
744,925,"[889533, 1109014, 944836, 862349, 870515]"
745,926,"[924889, 1134633, 993441, 858743, 924562]"
746,927,"[933822, 933633, 907647, 6463451, 6463520]"
747,928,"[1131830, 1092303, 1120532, 838010, 9245040]"
748,929,"[845193, 1010190, 981716, 871188, 864312]"
749,931,"[12524439, 866043, 6979753, 7462562, 1031083]"
750,932,"[7433888, 1039870, 1033814, 864335, 1131526]"
751,933,"[1015539, 920844, 856818, 940023, 9835695]"
752,934,"[1093113, 840227, 1055403, 889649, 7443013]"
753,935,"[885290, 13842088, 977481, 1018740, 847344]"
754,936,"[963683, 9859112, 868546, 853037, 931297]"
755,937,"[1021116, 1134810, 1020156, 920463, 13189861]"
756,938,"[9881592, 822407, 945090, 1028715, 1119667]"
757,939,"[13841744, 1092026, 9420312, 877175, 995230]"
758,940,"[1122180, 7409893, 10456164, 821565, 869895]"
759,941,"[6464166, 1052325, 1016709, 938849, 885463]"
760,942,"[1015539, 13842214, 13842090, 961379, 1014388]"
761,943,"[940090, 7443351, 1035207, 961269, 839152]"
762,944,"[1071336, 899115, 1028238, 997309, 930137]"
763,945,"[13871141, 859987, 1076738, 1067443, 842434]"
764,946,"[845109, 1082310, 950898, 1093413, 890423]"
765,947,"[1075283, 864312, 843567, 12731714, 1038745]"
766,949,"[1002261, 968932, 1035691, 1003600, 7433029]"
767,951,"[977481, 981760, 1076056, 976199, 8290587]"
768,952,"[856215, 843464, 1030093, 966379, 977344]"
769,953,"[877310, 952893, 6979427, 935968, 9419525]"
770,954,"[844165, 844179, 986912, 6034857, 908531]"
771,955,"[860703, 911974, 1135681, 958382, 1079631]"
772,956,"[821083, 918345, 968936, 955858, 865992]"
773,957,"[14019790, 1032703, 12731470, 965009, 1139023]"
774,959,"[1029272, 13654702, 1047076, 1010164, 977344]"
775,960,"[856166, 6979437, 857538, 824977, 949983]"
776,961,"[956672, 1005609, 1125123, 1091383, 1119993]"
777,962,"[1048300, 854754, 1028473, 840227, 7166861]"
778,964,"[1044188, 1137010, 848154, 965138, 920239]"
779,965,"[9881948, 981677, 918098, 885928, 933527]"
780,966,"[923746, 1126899, 844179, 1011457, 1075368]"
781,968,"[1075368, 965797, 839094, 1036501, 1056847]"
782,970,"[1122568, 1075283, 934369, 1103808, 9835619]"
783,971,"[919535, 905998, 5565802, 6602199, 13190524]"
784,972,"[6632283, 13008334, 862349, 832678, 1136719]"
785,973,"[8118764, 12696089, 1011312, 1087713, 921406]"
786,974,"[879755, 1138189, 1076875, 982790, 964968]"
787,975,"[985911, 868888, 13381584, 910151, 1028012]"
788,976,"[9881592, 977344, 1019028, 6533394, 865196]"
789,977,"[1058021, 13671735, 888054, 1048750, 10344971]"
790,978,"[1111129, 12263857, 1075796, 1072438, 1110483]"
791,979,"[904236, 984411, 888586, 1042702, 1053988]"
792,980,"[917427, 974988, 1134292, 955587, 9831469]"
793,981,"[901460, 8119318, 9803601, 9803819, 7151824]"
794,982,"[1075368, 5563693, 9677202, 906581, 1005456]"
795,983,"[842783, 12577242, 861184, 838010, 1072494]"
796,984,"[9655078, 12263857, 987410, 995852, 933527]"
797,985,"[907647, 916654, 978343, 1133893, 1086061]"
798,986,"[873964, 1116635, 1134143, 1035386, 5567292]"
799,987,"[877662, 864893, 918684, 845975, 970725]"
800,988,"[1044188, 1056775, 906345, 7433029, 970866]"
801,989,"[1089766, 1031864, 858999, 837495, 981888]"
802,992,"[871440, 896369, 870515, 819330, 8181028]"
803,993,"[9483753, 887661, 975633, 945909, 5570383]"
804,994,"[1061220, 842392, 963686, 1015539, 1116635]"
805,996,"[953539, 932949, 9297310, 881436, 962588]"
806,998,"[1037840, 901460, 935990, 10457180, 1136654]"
807,999,"[6704207, 950615, 903529, 820301, 878442]"
808,1000,"[1076608, 1048483, 820895, 854731, 1125948]"
809,1001,"[997987, 8090570, 1104475, 8180927, 1125382]"
810,1002,"[1041984, 1134161, 845319, 927030, 878636]"
811,1004,"[897083, 10344971, 961620, 8203451, 894499]"
812,1005,"[1101449, 1086795, 1031492, 1031864, 1085778]"
813,1006,"[870515, 854852, 1052912, 1081177, 934369]"
814,1007,"[822259, 988116, 5569349, 878739, 992622]"
815,1008,"[910473, 1139702, 827683, 1092937, 951590]"
816,1010,"[1076954, 953539, 9527323, 1008675, 10284966]"
817,1011,"[1031253, 7025044, 905942, 1081919, 13842090]"
818,1014,"[911974, 937626, 9523059, 6904775, 6463451]"
819,1015,"[6979578, 1037332, 1017472, 900311, 10455984]"
820,1016,"[6979803, 15511396, 13381540, 1110111, 1111786]"
821,1017,"[10198378, 1102829, 9487467, 881154, 839438]"
822,1018,"[862732, 1036501, 1010190, 937626, 9934800]"
823,1019,"[5567325, 996425, 985699, 959900, 1054957]"
824,1020,"[994223, 833724, 13008334, 977481, 960791]"
825,1021,"[896611, 1110111, 902659, 819330, 10344585]"
826,1023,"[919423, 963835, 1139638, 1002261, 9859182]"
827,1024,"[1092885, 5582712, 1051283, 10204440, 858999]"
828,1025,"[1128464, 846764, 12132312, 954177, 10121981]"
829,1027,"[862799, 1018050, 1006835, 898363, 882489]"
830,1029,"[885290, 965050, 1021416, 1048257, 896666]"
831,1030,"[885290, 1018740, 921504, 952408, 1098435]"
832,1032,"[8090521, 8090537, 981760, 1070820, 844165]"
833,1033,"[13654702, 1008814, 851508, 848154, 1057365]"
834,1034,"[880427, 997309, 987838, 833724, 1082212]"
835,1036,"[885290, 921836, 948832, 1075032, 7025203]"
836,1037,"[1008288, 936355, 1087618, 1098435, 952434]"
837,1039,"[831063, 9419422, 972665, 862335, 829955]"
838,1040,"[1056973, 1093966, 999090, 1000707, 1124818]"
839,1041,"[948832, 1115098, 1116635, 1127470, 965693]"
840,1042,"[1080841, 5569098, 6034569, 1048352, 919038]"
841,1045,"[873964, 1043663, 1003818, 6704134, 12524323]"
842,1046,"[888104, 1089986, 823862, 908312, 952399]"
843,1047,"[826144, 874061, 1127495, 898394, 1038443]"
844,1048,"[885290, 1055425, 936355, 840227, 832678]"
845,1049,"[937626, 898349, 880895, 819063, 873964]"
846,1050,"[972312, 868764, 929231, 1044299, 1139702]"
847,1051,"[951590, 933835, 1004906, 12731714, 1076875]"
848,1053,"[12731544, 7409982, 1038497, 8293426, 837969]"
849,1054,"[6463451, 6463520, 8203451, 882496, 6979415]"
850,1055,"[1053672, 1103043, 1089705, 927080, 980943]"
851,1056,"[933822, 1075765, 875089, 1044188, 949742]"
852,1057,"[916990, 1117219, 1107553, 1079528, 1013597]"
853,1058,"[849843, 1038462, 10341855, 1129049, 985893]"
854,1060,"[827656, 930838, 1069003, 1098066, 965292]"
855,1061,"[875089, 943522, 864137, 965009, 1041531]"
856,1062,"[827656, 919423, 1133893, 838136, 1099804]"
857,1064,"[825176, 1053403, 976864, 7409644, 985699]"
858,1065,"[8019808, 987218, 975651, 1072917, 1074283]"
859,1066,"[924352, 1139702, 895268, 983000, 1082141]"
860,1067,"[988116, 870843, 1059236, 1045826, 1078666]"
861,1068,"[878676, 9420312, 9881948, 1103808, 1069788]"
862,1069,"[9419888, 9420181, 923314, 9419443, 1031419]"
863,1070,"[856345, 8293439, 1134398, 935218, 1113820]"
864,1071,"[983078, 1119399, 1045478, 873964, 965797]"
865,1072,"[907662, 937791, 10149656, 936753, 12949590]"
866,1073,"[1013597, 1096563, 993574, 13008327, 993085]"
867,1074,"[13775274, 10344585, 7166865, 836163, 6464166]"
868,1075,"[1139303, 938554, 905537, 892768, 1085154]"
869,1076,"[1084968, 954499, 1034176, 819112, 948381]"
870,1077,"[891632, 909338, 879504, 1034511, 1099503]"
871,1078,"[6391163, 1095944, 1011300, 911622, 885356]"
872,1079,"[1018050, 1038745, 987838, 871611, 830203]"
873,1080,"[12781608, 12781512, 971660, 7409845, 1060005]"
874,1081,"[1137540, 908217, 927860, 974265, 1012627]"
875,1082,"[988421, 988202, 1051626, 1110042, 988572]"
876,1083,"[908843, 864335, 13073225, 1014054, 9707498]"
877,1084,"[967395, 6704207, 843744, 879008, 955921]"
878,1085,"[1089108, 924978, 899115, 1064945, 1135971]"
879,1086,"[1076954, 907957, 1008074, 1106073, 5563693]"
880,1088,"[1045478, 997011, 1077600, 1121624, 992933]"
881,1089,"[947798, 873964, 995055, 1108168, 1050741]"
882,1091,"[1139142, 887744, 13008325, 913806, 1068291]"
883,1092,"[13841744, 1098284, 976864, 1043128, 943233]"
884,1093,"[878676, 15926886, 907099, 1013407, 9884484]"
885,1094,"[1036501, 983795, 1073150, 1011832, 9859112]"
886,1095,"[1018050, 1009449, 870515, 6602729, 1112205]"
887,1096,"[1026118, 1131892, 1125278, 900703, 1005493]"
888,1097,"[992622, 857130, 981677, 849205, 982469]"
889,1098,"[13190294, 1135468, 1038443, 864893, 8205418]"
890,1099,"[868764, 1102416, 1011300, 1050741, 1092885]"
891,1100,"[8090521, 1092026, 1053690, 896085, 910473]"
892,1101,"[1110572, 879755, 968936, 947798, 1037840]"
893,1102,"[1137540, 1013578, 1086483, 906844, 1093603]"
894,1103,"[1012913, 862535, 941033, 994994, 838637]"
895,1104,"[1114605, 901460, 1015731, 1065979, 5571261]"
896,1105,"[1057260, 938118, 1060005, 855138, 952408]"
897,1106,"[868764, 995242, 12757316, 976199, 1057260]"
898,1107,"[13842088, 1029504, 1105478, 1057168, 1011298]"
899,1109,"[1096099, 1109014, 1120362, 1046816, 841016]"
900,1110,"[1775642, 1086061, 870428, 881154, 9297062]"
901,1111,"[969419, 1025650, 869900, 819840, 887219]"
902,1112,"[1095944, 1137100, 1131133, 970160, 963007]"
903,1113,"[9420077, 9655078, 9265288, 1010164, 981591]"
904,1114,"[1046555, 5569135, 1067494, 1096066, 853756]"
905,1116,"[851241, 824193, 837908, 938139, 863885]"
906,1117,"[1072693, 864893, 825176, 849697, 5591894]"
907,1119,"[906581, 900842, 901460, 978376, 897953]"
908,1121,"[1092937, 6979545, 902846, 1030409, 1116376]"
909,1123,"[1070719, 857176, 13159156, 1129610, 840227]"
910,1125,"[1006483, 6391381, 1092118, 1130517, 1051882]"
911,1126,"[1082172, 877447, 1076608, 826666, 6039994]"
912,1127,"[1102416, 1067565, 881260, 858918, 1114605]"
913,1128,"[921406, 1044188, 836703, 7409845, 966379]"
914,1129,"[1037332, 901460, 1039505, 1028473, 849578]"
915,1130,"[935993, 1076608, 918345, 1093413, 10204440]"
916,1131,"[864893, 5592232, 1115069, 903529, 6979753]"
917,1133,"[980246, 845109, 1112205, 1076875, 9881593]"
918,1134,"[855914, 1112825, 981591, 853448, 1039672]"
919,1135,"[908145, 843744, 869577, 865511, 1020210]"
920,1136,"[1058272, 1041928, 987410, 1083446, 6979753]"
921,1137,"[935527, 868764, 924667, 885290, 1076875]"
922,1138,"[1015539, 15926886, 941515, 9835880, 1016298]"
923,1140,"[852235, 997907, 982833, 827667, 932503]"
924,1141,"[879755, 1084008, 13841744, 999581, 15926886]"
925,1142,"[1067695, 878715, 1108094, 976864, 882826]"
926,1143,"[844179, 1044078, 916122, 983584, 1092885]"
927,1145,"[1093490, 873964, 1112754, 1028715, 1104649]"
928,1146,"[959985, 1089021, 866528, 8249063, 13213676]"
929,1147,"[897671, 969725, 9837807, 944588, 9837153]"
930,1148,"[1011300, 969419, 873627, 890999, 1056509]"
931,1149,"[1026118, 848071, 986912, 1004906, 999250]"
932,1151,"[1136524, 13189919, 1021225, 834396, 911622]"
933,1152,"[1110111, 963234, 1090507, 893501, 847344]"
934,1154,"[1000148, 1089108, 835296, 995895, 971983]"
